username,points,is_winner
merinasian,4,FALSE
ilanschnaider,5,FALSE
championnn-9,3,FALSE
i_am_javi,6.5,FALSE
saliheke,0,FALSE
auroranight95,6,FALSE
hooded_old_man,2.5,FALSE
alex_sahakyan2006,7,FALSE
mklose11,2,FALSE
patzer-reloaded,4,FALSE
serious_salmon,0,FALSE
kev4444444444,2,FALSE
the_sherman_variation,0.5,FALSE
erebuni91,9,FALSE
munichmouse,3,FALSE
jonasgallasch,2,FALSE
vadim_galchenko,4,FALSE
carokannlover213,4.5,FALSE
opqrc,4,FALSE
cryptoguru02,6,FALSE
sergiomoralesg,7.5,FALSE
zsizsi99,3.5,FALSE
starkynz,3.5,FALSE
omranalhosani21,1,FALSE
arrestingpieces,7,FALSE
blackwhite017,0,FALSE
attilaturzo,5.5,FALSE
jiahaoxiang,3.5,FALSE
gmg,8,FALSE
hansen,7,FALSE
houseofdurin,3.5,FALSE
bigal,1,FALSE
zurzan,3,FALSE
alexanderl,4.5,FALSE
mikesailer,0,FALSE
nmchesstoimpress,3,FALSE
alexpapasimakopoulos,8,FALSE
felixjoseynojosa,1.5,FALSE
playablecharacter,6,FALSE
gameking51,0,FALSE
semetey,6,FALSE
zq1,5,FALSE
guillembaches,6,FALSE
kidagent,5,FALSE
marvinguevara,3.5,FALSE
malev212,3,FALSE
koncheto,7.5,FALSE
erugee,2,FALSE
actuary44,5,FALSE
oogee,3,FALSE
slayyy_200,2,FALSE
emiliochess,0,FALSE
aungtz,0,FALSE
jasrom,3,FALSE
stratacticos,2.5,FALSE
ecztery,4.5,FALSE
schmakattack,5,FALSE
microbear,3,FALSE
biostatistician,2,FALSE
artyom_chessmate,6.5,FALSE
ksho99,4,FALSE
kielinkei,5.5,FALSE
djano,4.5,FALSE
dvahrasta,6.5,FALSE
giorgianbarbosa,2,FALSE
kostya_nikologorskiy,5.5,FALSE
angry_twin,9,FALSE
stoleriu,6.5,FALSE
tibmat,7,FALSE
chessexplained,6,FALSE
ajkom197,2,FALSE
ilushka,4.5,FALSE
wild3000,2,FALSE
maurovargas01,2,FALSE
ducke13,5.5,FALSE
pattycastillo,1.5,FALSE
itk04,0.5,FALSE
nllo777,0,FALSE
duhless,8.5,FALSE
luismiguelov,3,FALSE
timurgareyev,3.5,FALSE
stepanosinovsky,3.5,FALSE
agibileg,4,FALSE
cruel_yaro,5,FALSE
a-fier,7,FALSE
initiatingasc,4,FALSE
chessmause,1,FALSE
theytookourjobs,2.5,FALSE
camilocorredor,0,FALSE
gergo85,0.5,FALSE
joshukid,1,FALSE
mrms05nnb,0,FALSE
tomesao,0,FALSE
gueraumasague,6,FALSE
chessfannm,4,FALSE
limeinthecoconut,6,FALSE
jenia84,2.5,FALSE
lluiss,4,FALSE
x-5727544656,3,FALSE
xdps,7.5,FALSE
kleinebeer98,6,FALSE
martinbitel,3,FALSE
devikbronstein,8,FALSE
timgrutter03,1,FALSE
chessskool,6.5,FALSE
lapitob,3.5,FALSE
aygehovit1992,7,FALSE
caterpiller35,1.5,FALSE
kale36,0,FALSE
anijak,4.5,FALSE
the_chess_child,7,FALSE
mertfelin,5,FALSE
nicolochessit,1,FALSE
kritipatel,5,FALSE
albayo,4,FALSE
maestroza,4.5,FALSE
orest_vovk,2.5,FALSE
adotand,9,FALSE
good_knight_kiss,3,FALSE
joachimmouhamad,5.5,FALSE
jup1978,2.5,FALSE
anton_demchenko,9.5,FALSE
fh2411,4.5,FALSE
sajith_peiris,1.5,FALSE
ajeale2,5.5,FALSE
rynos0411,3,FALSE
mishanick,8,FALSE
elbek_jumanov,0,FALSE
robram,5,FALSE
mikhail_golubev,5,FALSE
abfchess,4,FALSE
levallem,1,FALSE
kasun_bole,3.5,FALSE
karinachess1,6,FALSE
saraswathii,4,FALSE
thekingdoctor,2,FALSE
hrvojezagreb,4.5,FALSE
ze-pequeno,2,FALSE
iball95,7,FALSE
sattarov_bobur,7,FALSE
felix-rose,4,FALSE
tdf98pantani,3,FALSE
sanan_sjugirov,9,FALSE
vovachesss,1.5,FALSE
tteshan,6,FALSE
journey_to_grandmaster_yt,5,FALSE
ikhasu,5,FALSE
wpwpwp-2015,0,FALSE
dim90,5.5,FALSE
unstoppable_legend,3,FALSE
eddieurquhart,1.5,FALSE
perecke,5,FALSE
sakkikuska,1,FALSE
aranibos,4,FALSE
durarbayli,8,FALSE
sultaic,2,FALSE
grunbergmihai,0.5,FALSE
ferenc83,3.5,FALSE
niilo1,2,FALSE
hovik_hayrapetyan,8,FALSE
smirnov_pavel,2,FALSE
ramonmanon0g,6,FALSE
vladgoncharov,6.5,FALSE
therigos,4,FALSE
maitreia,1,FALSE
wadsy27,7,FALSE
sargissyansargis,4.5,FALSE
waspofborneo,4,FALSE
aleksandar-topalov,5,FALSE
robertojbm,8.5,FALSE
viktorskliarov,6.5,FALSE
superfelix,0,FALSE
ccccvhhhj,5,FALSE
blitzwizard04,5.5,FALSE
gm_rashid,4.5,FALSE
iamschrodingerscat,2,FALSE
athanasios2,4.5,FALSE
rachidhuilda,3,FALSE
luisfsiles,6,FALSE
anakuchava,5,FALSE
timofeevar,7.5,FALSE
calingheorghiu,6,FALSE
cthulhuuu,6.5,FALSE
queen_iryna,5,FALSE
lennis93,7,FALSE
shuvalov,6.5,FALSE
billiekimbah,9.5,FALSE
zhigalko_sergei,6.5,FALSE
vidavi,5,FALSE
jospem,6.5,FALSE
grischuk,10,TRUE
zurability,6,FALSE
shirovin,2,FALSE
rcone,1.5,FALSE
nbk90,4.5,FALSE
ivan11martic,7,FALSE
heinza9,3,FALSE
b_6,5,FALSE
gau248,6,FALSE
d4ismine,4,FALSE
hope_6,3.5,FALSE
oleksandr_bortnyk,9.5,FALSE
maxleto,5,FALSE
nitzan_steinberg,2,FALSE
sergiochess83,2.5,FALSE
apocalyps999,2,FALSE
robertoalejandro10,6,FALSE
josefineheinemann,5,FALSE
ninguno46,5,FALSE
afgano29,1,FALSE
lolo9292,2,FALSE
matthewg-p4p,8,FALSE
maximnovik,4,FALSE
assellesbekova,5.5,FALSE
ritanovikova,1,FALSE
tenismaster,8,FALSE
lionking2367890,0,FALSE
woolworthsmanly,0,FALSE
korkmaz16,4,FALSE
witik,8,FALSE
kotofeyca,5.5,FALSE
rojonr,6.5,FALSE
vinzentspitzl,4,FALSE
rakesh,1,FALSE
jlf287,6,FALSE
newyorkmouse,2,FALSE
mohsengabr2002,4,FALSE
rodalquilar,4.5,FALSE
rasmussvane,8,FALSE
baki83,7.5,FALSE
axlbvrr,0,FALSE
cristians27,2,FALSE
swimmerchess,6,FALSE
leonid_starozhilov,7,FALSE
tormoz,9,FALSE
tactictic,0,FALSE
kflorian98,6,FALSE
makswolf200817,7,FALSE
cristiano78,2.5,FALSE
jinbojinbo,7.5,FALSE
emiliocordova,6.5,FALSE
brm72,6,FALSE
luizzy,7,FALSE
rosh1610,6,FALSE
sergeikim,5.5,FALSE
djager97,6,FALSE
temiksmozg,6.5,FALSE
kildepiotr,4,FALSE
sergoy,4.5,FALSE
asvz,0.5,FALSE
triumphmate,0,FALSE
jeetjain,7,FALSE
bazar-wokzal,6,FALSE
chessdjw,6,FALSE
khromkin,2,FALSE
sujanalohani,1.5,FALSE
flawless_fighter,1.5,FALSE
frederiksvane,7.5,FALSE
nikita_klepikov,4.5,FALSE
flyd,0,FALSE
badlyplayed,4.5,FALSE
mrtattaglia,5,FALSE
ginzburg_yakov,5,FALSE
gmsrinath,6,FALSE
manukyan_artak,5.5,FALSE
korchmar_vasiliy,5,FALSE
ural58,6.5,FALSE
mikedannnn,7,FALSE
sanyura,7.5,FALSE
tetrix83,2,FALSE
vuk2000,8,FALSE
santosalberto1987,4,FALSE
isajevsky_anton,3,FALSE
hajiyevkanan,5,FALSE
gareth-bale11,7.5,FALSE
tarno17,3,FALSE
bubeliang,7.5,FALSE
dodoucb,0,FALSE
schattman,4,FALSE
noblerone,6.5,FALSE
loydblankenship,0.5,FALSE
dtchess,6.5,FALSE
stasor4ik,6,FALSE
l4ncer,0,FALSE
asahoffmann,5,FALSE
smiechu,5,FALSE
gp9isback23,0,FALSE
sokidze,8,FALSE
mops_2004,2.5,FALSE
staudenhocker43,5.5,FALSE
frequentblunders,0.5,FALSE
chessfighter_2011,3,FALSE
stupeas,3,FALSE
frederickthemate,2,FALSE
matols,5.5,FALSE
ama18,0,FALSE
blitzking1729,7.5,FALSE
malydominator,5,FALSE
shokuedi,2,FALSE
m1711,3.5,FALSE
milovichalex,4.5,FALSE
cristianserban1,3,FALSE
vesper2018,4,FALSE
rezamahdavi2008,5.5,FALSE
akibarubi,6.5,FALSE
andrewmaco,0,FALSE
kingofthenil,2,FALSE
filipascu,7,FALSE
suyu28,0,FALSE
rionelg,2,FALSE
giantgoogachess,3,FALSE
barbix1,5,FALSE
kononenkod,1,FALSE
quattroporte300,5.5,FALSE
kogotbobra17,4,FALSE
epiclord678,1,FALSE
ramyrescoelho,2,FALSE
emp3rador,2,FALSE
carloseduar100,4.5,FALSE
mackster23,2,FALSE
manmanlai1,4.5,FALSE
mahmoud-s-haddad-m,3,FALSE
airquake,4.5,FALSE
aisen1011,1,FALSE
chezzgirl04,4.5,FALSE
bastiandash,5.5,FALSE
jaloliddinilkhomi,7,FALSE
artooon,4,FALSE
ketster,6,FALSE
sofaceindisguise,6,FALSE
dmitrijiim,7.5,FALSE
glavkonvvs,3,FALSE
herzog2012,6,FALSE
artin10862,6,FALSE
goltsevdmitry2000,0,FALSE
ljuks68,6,FALSE
frenchmonster2002,2,FALSE
aradnazari,7,FALSE
chemim21,0,FALSE
seorobert1971,7,FALSE
ilm2034,3,FALSE
thecastlehunter,4.5,FALSE
alina_gumerovna,3,FALSE
surrenderpls,5,FALSE
banane_verte,2.5,FALSE
goofypenguin96,6.5,FALSE
tssunami,0,FALSE
dearron_fox,5,FALSE
marcoriehle,1,FALSE
shivacalypso,0,FALSE
deibittowers,4,FALSE
philos_85,4,FALSE
djokovic74,8,FALSE
lion-al-messi,7,FALSE
fredddiecroderg,3.5,FALSE
colchonero64,5.5,FALSE
casper,5,FALSE
zampronha1971,4.5,FALSE
meri-arabidze,3,FALSE
fandorin779,5,FALSE
player_2006_m,7.5,FALSE
chesslh93,2,FALSE
sirmittensofmittensville,6,FALSE
haykoooo0o,4,FALSE
road2gm3000,6,FALSE
honiex,1,FALSE
rud_makarian,2.5,FALSE
ajedrezinteligente,4,FALSE
iskusnyh,7,FALSE
chessculargodofchess,4,FALSE
wilver92,3,FALSE
chessdragon7161,6,FALSE
nuestro64,1.5,FALSE
vladimirkramnik,8.5,FALSE
awareidea,1,FALSE
sergey85rodchenkov,6.5,FALSE
yoredea,1,FALSE
joksijoksi,6,FALSE
dropstonedp,6.5,FALSE
aleksanderhnydiuk,0,FALSE
annacramling,3,FALSE
restartingchess,2,FALSE
kostya0705,5,FALSE
botvinnak,0.5,FALSE
vision_64,2.5,FALSE
tsyhanchuk_stanislav,4.5,FALSE
kchor05,2,FALSE
shivananda1964,6,FALSE
defiantchair,3,FALSE
chessbard1972,6.5,FALSE
sestremera,3,FALSE
anon6121824,8.5,FALSE
speshka,5.5,FALSE
mdchess1734,5.5,FALSE
vedantgoswami,3.5,FALSE
trovita84,2,FALSE
ibove,0,FALSE
verdest,2,FALSE
shiroglantalibov,5,FALSE
jiihart,1,FALSE
the_machine04,1,FALSE
mvm2008,2,FALSE
m_ezat,5.5,FALSE
pushingpawnsnyc,3,FALSE
th3_hound,6.5,FALSE
gausal,3,FALSE
esrosenberg,1,FALSE
viktoriyatarasova,5.5,FALSE
dmitriizakurdaev,2.5,FALSE
magila31,6,FALSE
kostukov_alex,4,FALSE
tokchess,5.5,FALSE
saqochess_twitch,5,FALSE
mikhail_bryakin,7.5,FALSE
dosto07,5.5,FALSE
n18player,2,FALSE
foggymorning,1,FALSE
joliyroger,5.5,FALSE
nuvas,6.5,FALSE
speed-o-sonic,1,FALSE
sofia_blokhin,3,FALSE
ural_bogatyr,1,FALSE
awayceiling,1,FALSE
fariza2018,5.5,FALSE
madmax011,4,FALSE
marticafierro,0,FALSE
dahamdi_sanudula,4.5,FALSE
trahtarbelarus,6.5,FALSE
topin8,4,FALSE
alexei_gubajdullin,1,FALSE
ahmadzadaa,1.5,FALSE
let_it_be_1,6,FALSE
itsdsyr,0.5,FALSE
leninguerra,3,FALSE
chessdreamer2020,2.5,FALSE
bashirlisaadat,2,FALSE
arigu07,3,FALSE
hamedwafa4,7,FALSE
vse_po_kaify,4,FALSE
antonovanadezhda,2,FALSE
ipachess,3,FALSE
darzay,4.5,FALSE
professorchess101,6.5,FALSE
mr_gustavo,1,FALSE
capitan-a,4,FALSE
donkydonkydonkey,6.5,FALSE
lady_nika,5,FALSE
arteler,1,FALSE
ajedrez_con_german,5,FALSE
lefonghua,7,FALSE
supereagles1201,6,FALSE
ilvip11x02,0,FALSE
larina_maria,4.5,FALSE
koroldimitriy75,3.5,FALSE
aistrel,0,FALSE
qx4z,0,FALSE
conformalfunction,0.5,FALSE
odreamchess,1,FALSE
njal28,8,FALSE
the_filthy,1,FALSE
bozekat,3,FALSE
chessmissile07,6.5,FALSE
emeli_chess,4,FALSE
lamomiajunior,7,FALSE
leolv10,4.5,FALSE
viktorgen2021,5,FALSE
eduard_limonov,3,FALSE
rebecajimnz,2,FALSE
fm9714,5.5,FALSE
vladimir_zakhartsov,7,FALSE
aleksandraleksikov,5,FALSE
hakanazeri2,4,FALSE
russian_berezka,2,FALSE
thechesslion64,3,FALSE
bilan_danila,4.5,FALSE
real_taiatai,6.5,FALSE
doomfist26,6,FALSE
wqws,6.5,FALSE
machteldvf,2,FALSE
wilsonpalencia21,2,FALSE
randomnoob04,7,FALSE
mr_lion22,6,FALSE
pingah9,0,FALSE
black_biker,0,FALSE
yurasova_daria,6.5,FALSE
jojo_898,4,FALSE
hatilay,0,FALSE
just_lucky_1,2.5,FALSE
dadice10,3.5,FALSE
mlyagl,5.5,FALSE
vahe_danielyan,5.5,FALSE
aanna12,0,FALSE
sychev_on_youtube,8,FALSE
coachpoker,7,FALSE
prizant_academy,7,FALSE
chesstar,4.5,FALSE
langua_chess,5.5,FALSE
laiciffoneslracsungam,1,FALSE
valera_b5,6,FALSE
rutricks,6.5,FALSE
galaxyroman,6.5,FALSE
adapodadei,7,FALSE
whitemirrorninja,0,FALSE
manoj_mishra123,3,FALSE
trickster_fam,2,FALSE
gmfyhr1,4.5,FALSE
merinasian,5,FALSE
ilanschnaider,5,FALSE
unbreakablepawn35,4,FALSE
i_am_javi,8,FALSE
auroranight95,5.5,FALSE
ddobravcan,2,FALSE
knightpromotor,1,FALSE
alex_sahakyan2006,7.5,FALSE
mklose11,6.5,FALSE
zohid6,7,FALSE
ordekalog,5.5,FALSE
serious_salmon,2.5,FALSE
caropawn10,3,FALSE
the_sherman_variation,1,FALSE
prophetreborn,0,FALSE
erebuni91,7,FALSE
demon64fields,5.5,FALSE
carokannlover213,1.5,FALSE
chessjazda,4.5,FALSE
littlepinkyboy,3,FALSE
goffredo_fofi,0,FALSE
thecourseoisildur,7,FALSE
mazarini41,7,FALSE
zsizsi99,5,FALSE
akylbek2021,2.5,FALSE
chawitap,6,FALSE
blackwhite017,3,FALSE
dhaydon19,1.5,FALSE
gmkrikor,7,FALSE
rgoltsman,4.5,FALSE
danielnaroditsky,9,FALSE
themagician,3.5,FALSE
richardbitoon,6.5,FALSE
chessmavenyeti,1,FALSE
bigal,3,FALSE
perdomov,1,FALSE
mikesailer,0,FALSE
boorchess,4,FALSE
letinac,3.5,FALSE
kerrystead,4,FALSE
alexpapasimakopoulos,6,FALSE
stregachess,1,FALSE
jamengrand,0,FALSE
playablecharacter,4,FALSE
gameking51,3,FALSE
magnuscarlsen,2,FALSE
chesselephant,0,FALSE
giorno,1,FALSE
talaicito,3,FALSE
knvb,7,FALSE
richardshtivelband,1,FALSE
twofoxniel,0,FALSE
jahonas,4,FALSE
koncheto,7,FALSE
zoltanchef,1,FALSE
pauloba,0,FALSE
glebus008,1.5,FALSE
blitzstream,5.5,FALSE
rk12387,3,FALSE
halldorgretar,5,FALSE
londonkid,2,FALSE
ecztery,2.5,FALSE
imrosen,7.5,FALSE
roedor,5,FALSE
dretch,2.5,FALSE
schmakattack,6.5,FALSE
rtdrtd67,3,FALSE
biostatistician,5,FALSE
2346pl,0,FALSE
horokoskii,2.5,FALSE
ksho99,2,FALSE
kielinkei,5.5,FALSE
grigorgrigorov,4,FALSE
djano,5,FALSE
dvahrasta,6,FALSE
s-dshubin,1.5,FALSE
squirlolz,3,FALSE
legendinunknown,6,FALSE
giorgianbarbosa,3.5,FALSE
penguingm1,4,FALSE
kostya_nikologorskiy,0,FALSE
veleamater,2,FALSE
ilushka,3.5,FALSE
wild3000,6,FALSE
eldivis,7,FALSE
maurovargas01,2,FALSE
pattycastillo,0,FALSE
elchacal664,5.5,FALSE
alexander_donchenko,3,FALSE
lovinski,5.5,FALSE
jacky72,0,FALSE
jcibarra,7.5,FALSE
fabianocaruana,8.5,FALSE
kacprekt,5,FALSE
theytookourjobs,0,FALSE
jefferyx,8,FALSE
chessisveryfun1264,2,FALSE
ali_rastbod,7.5,FALSE
everyfishknows,3.5,FALSE
sacbutt,1.5,FALSE
lluiss,4.5,FALSE
ploddingpawn,0,FALSE
x-5727544656,7.5,FALSE
ramosha,6,FALSE
combativewombat,4,FALSE
imdarealist,1,FALSE
seramoral,6.5,FALSE
timgrutter03,6,FALSE
fairchess_on_youtube,9,FALSE
crazyluzhinth3,3,FALSE
lapitob,6,FALSE
aygehovit1992,7.5,FALSE
alejandroarias,3,FALSE
nor1lsk,0,FALSE
nick12772,3.5,FALSE
detimmerman,7,FALSE
chessforthesun,7,FALSE
kale36,1.5,FALSE
alex_banzea,0,FALSE
resignify,2,FALSE
diogenessinopeus,4.5,FALSE
samolo,0,FALSE
lucas_tomiello,3,FALSE
jup1978,3.5,FALSE
andrii_prydun,3.5,FALSE
03revilo,4.5,FALSE
tonychess32,0,FALSE
mishanick,8,FALSE
scandalgod,5,FALSE
robram,1,FALSE
toddbryant,5,FALSE
mikhail_golubev,5.5,FALSE
byniolus,6.5,FALSE
pitomina,0,FALSE
prime-morty,2.5,FALSE
hrvojezagreb,0,FALSE
mjelcic,3.5,FALSE
iball95,4.5,FALSE
sattarov_bobur,1,FALSE
rrgchessmaster05,1,FALSE
felix-rose,3,FALSE
tdf98pantani,4,FALSE
sanan_sjugirov,0,FALSE
benny_aizenberg,7.5,FALSE
matibar,7,FALSE
rychessmaster1,3,FALSE
wpwpwp-2015,5.5,FALSE
karttunen,6,FALSE
msb2,9.5,FALSE
iturrizaga,8,FALSE
valeriygrinev,7.5,FALSE
midedu,5,FALSE
perecke,7.5,FALSE
cayse,3,FALSE
durarbayli,8,FALSE
platy3,5.5,FALSE
captaincasanova,8,FALSE
krzyzan94,8,FALSE
defend1r,2,FALSE
hovik_hayrapetyan,5,FALSE
ril1997,1.5,FALSE
smirnov_pavel,7,FALSE
plotnikovpavel,1,FALSE
ramonmanon0g,0,FALSE
wadsy27,1.5,FALSE
aleksandar-topalov,0,FALSE
yuki_chess123,6,FALSE
x-3738459472,0,FALSE
c63_amg,8.5,FALSE
ccccvhhhj,3,FALSE
hurricane_morphy,1,FALSE
gm_rashid,4.5,FALSE
iamschrodingerscat,1,FALSE
luisfsiles,2,FALSE
larsmandreassen,0.5,FALSE
arminmusovic,5,FALSE
cthulhuuu,4.5,FALSE
vugarrasulov,4.5,FALSE
rookoco,3,FALSE
billiekimbah,3,FALSE
kaliopa,2,FALSE
zhigalko_sergei,8.5,FALSE
jospem,8,FALSE
shirovin,2,FALSE
malakismayil,4.5,FALSE
rcone,4,FALSE
igorbjelobrk,4.5,FALSE
sawatdeekhrap,3,FALSE
ivan11martic,5.5,FALSE
mihnea2017,4,FALSE
bascheyaro,2,FALSE
heinza9,5,FALSE
aymiteck,7,FALSE
howitzer14,5,FALSE
oleksandr_bortnyk,10,TRUE
tigrvshlyape,8,FALSE
antipov_mikhail_al,6,FALSE
sergiochess83,8.5,FALSE
gennady_kozlov,0.5,FALSE
crushingkings,4,FALSE
ninguno46,1,FALSE
anonymousbread,3,FALSE
powermove,3,FALSE
saihanthiha,3,FALSE
noki102,5.5,FALSE
agw2016,1,FALSE
kirill_klukin,6.5,FALSE
maximnovik,4,FALSE
maikrosoft63,7,FALSE
ritanovikova,3,FALSE
1977ivan,7,FALSE
eloist,6.5,FALSE
witik,7,FALSE
bogdandeac,7.5,FALSE
vinzentspitzl,7,FALSE
newyorkmouse,4,FALSE
mohsengabr2002,4.5,FALSE
rodalquilar,6,FALSE
kvaidan,1,FALSE
yellowjacek,3.5,FALSE
drycounty,5.5,FALSE
1b31-0,3,FALSE
emirhantarlabasi,3,FALSE
godzillator,1,FALSE
vamostodorecto,2,FALSE
carlitus2004,5,FALSE
makswolf200817,5,FALSE
cristiano78,4,FALSE
mac0504,2,FALSE
denlaz,8,FALSE
emiliocordova,0,FALSE
hanschut,3.5,FALSE
azeryahu,8.5,FALSE
sergeikim,6.5,FALSE
dave_chessmate,1,FALSE
mykola-bortnyk,3,FALSE
marcin,6,FALSE
kildepiotr,5,FALSE
dorpato,4,FALSE
slovak_fighter2000,5,FALSE
paladin61,0.5,FALSE
zorbos,4,FALSE
bazar-wokzal,7.5,FALSE
chessdjw,6.5,FALSE
taktikmonster,3.5,FALSE
iliaguevnisim,5.5,FALSE
becemix,0,FALSE
cambek64,4,FALSE
lilylg,3,FALSE
ayelenchess,6,FALSE
nikolagry,6.5,FALSE
frederiksvane,4,FALSE
ozates,2,FALSE
egnfanclub,4.5,FALSE
korchmar_vasiliy,4,FALSE
ural58,2.5,FALSE
sanyura,6.5,FALSE
darkalekhine,3,FALSE
2tilted,6,FALSE
hajiyevkanan,5.5,FALSE
tarno17,4,FALSE
alexnovitz,4.5,FALSE
mrmatesm,3,FALSE
dokanee,1,FALSE
knjazj,2,FALSE
schattman,4.5,FALSE
tylityli,5,FALSE
nicolasulaneobelassi,1,FALSE
komogro,2,FALSE
marszach123,1.5,FALSE
nitpicker,3.5,FALSE
kinga2008,0,FALSE
stasor4ik,3.5,FALSE
asahoffmann,2.5,FALSE
smiechu,1,FALSE
schekachikhin_maksim,3,FALSE
thjop,5.5,FALSE
azikom,6,FALSE
mops_2004,2.5,FALSE
stupeas,1,FALSE
olga-belka,0,FALSE
kombinator01,4,FALSE
el008,5,FALSE
artemdyachuk,8,FALSE
bipe137,1,FALSE
cristianserban1,5.5,FALSE
rezamahdavi2008,8,FALSE
azerichess,1,FALSE
german_bazeev,3.5,FALSE
currutaco59,2.5,FALSE
slowdgehammer,2,FALSE
kingofthenil,3.5,FALSE
giantgoogachess,1,FALSE
piotrek1979,5.5,FALSE
potapovam,6,FALSE
benchgm,2,FALSE
pupilomito,2.5,FALSE
mackster23,0,FALSE
manmanlai1,6,FALSE
zmiyevik2200,4.5,FALSE
airquake,0,FALSE
jinxy2009,5,FALSE
nocnypako,7,FALSE
jaloliddinilkhomi,2.5,FALSE
mathiaswomacka,5,FALSE
hippotaner,5,FALSE
oleg_papayan,5.5,FALSE
walter_white_poland,3.5,FALSE
sofaceindisguise,1,FALSE
denishevm,7,FALSE
glavkonvvs,6,FALSE
orange_ghost,4.5,FALSE
goltsevdmitry2000,7,FALSE
ljuks68,2.5,FALSE
frenchmonster2002,5.5,FALSE
aradnazari,4.5,FALSE
chemim21,0.5,FALSE
rital44,5,FALSE
tsvet2005,3,FALSE
crazy_but_lazy,6,FALSE
marcoriehle,6,FALSE
deibittowers,4.5,FALSE
marik_spb,5.5,FALSE
lion-al-messi,2.5,FALSE
mikasinski,5,FALSE
fredddiecroderg,4.5,FALSE
jovidon91,7.5,FALSE
casper,6,FALSE
meri-arabidze,6.5,FALSE
reevecanada,6,FALSE
sirmittensofmittensville,2.5,FALSE
haykoooo0o,4,FALSE
road2gm3000,0.5,FALSE
ellatambien,6.5,FALSE
annasargsyan_m,4.5,FALSE
rud_makarian,8,FALSE
mikhal867,4,FALSE
chenxiaoyuer,7,FALSE
diamonds13,2.5,FALSE
nicolas_delacolina,6.5,FALSE
vladimirkramnik,8.5,FALSE
yoredea,0,FALSE
dropstonedp,6,FALSE
colerranmorad,6,FALSE
beanscreen,6.5,FALSE
mikayel99,1.5,FALSE
aleksanderhnydiuk,2.5,FALSE
stalri,2,FALSE
szefru,4,FALSE
kamilgrycel,2,FALSE
karatebaby,6.5,FALSE
adic2020,2,FALSE
greekplayer1,7,FALSE
angel_hranitel_37,6,FALSE
defiantchair,6,FALSE
chessbard1972,4.5,FALSE
mymchessacademy,4,FALSE
anon6121824,5,FALSE
keepitcoming,0,FALSE
csb7,3,FALSE
rose107,1.5,FALSE
vedantgoswami,5,FALSE
chessswole,3,FALSE
valeron87,3.5,FALSE
raugintabulba,6,FALSE
ibove,2.5,FALSE
the_machine04,2,FALSE
m_ezat,3,FALSE
badi50,0,FALSE
alexrustemov,6.5,FALSE
dragonemperor2024,4.5,FALSE
apokalipsa13,5,FALSE
mccarthystone,3,FALSE
kostukov_alex,3,FALSE
loiacono_antonio,4,FALSE
saqochess_twitch,4,FALSE
mikhail_bryakin,6,FALSE
dosto07,4.5,FALSE
rikchessmx,4,FALSE
n18player,4,FALSE
foggymorning,1,FALSE
aleksandramilovic,3,FALSE
chess123456s,4,FALSE
infinitegiantkiller,6.5,FALSE
esmeraldasanderson03,1,FALSE
leninguerra,6,FALSE
chessdreamer2020,5.5,FALSE
arigu07,7,FALSE
hamedwafa4,1,FALSE
ipachess,5.5,FALSE
drmamaliga,0,FALSE
sassassasss,3.5,FALSE
mr_gustavo,2,FALSE
hoshka,1,FALSE
ajedrez_con_german,5.5,FALSE
teresin05,2,FALSE
romkachess,5.5,FALSE
sokoloco,1,FALSE
koroldimitriy75,4.5,FALSE
chessprincesa1,1,FALSE
archibaldcerveza29,4.5,FALSE
halfiscrayfish,3,FALSE
conformalfunction,5,FALSE
stockfisher_rtr,4,FALSE
njal28,9,FALSE
the_filthy,1,FALSE
karpovian123,1,FALSE
balack95,2.5,FALSE
chessadiction1990,2,FALSE
sl4werthanyou,4,FALSE
eduard_limonov,9,FALSE
valemava,5.5,FALSE
vladimir_zakhartsov,4,FALSE
aleksandraleksikov,5,FALSE
gshwbedhkhd,1.5,FALSE
russian_berezka,2,FALSE
rjra94,1,FALSE
bilan_danila,5.5,FALSE
dubiousm0ves532,0,FALSE
ejam94,0,FALSE
dedpihto_v_kozhanom_palto,7,FALSE
alexkhripachenko,1,FALSE
pingah9,3.5,FALSE
wizard_of_odds,4.5,FALSE
petrakejzar96,1,FALSE
blitz,2,FALSE
mlyagl,7,FALSE
petrovic_aleksa,5,FALSE
ditman2007,3,FALSE
vahe_danielyan,1,FALSE
coachpoker,6.5,FALSE
liwadas82,6,FALSE
rdarruda,7,FALSE
kleyton_lima,1,FALSE
gravity_chess,5,FALSE
magmachess02,1.5,FALSE
veganator13,2,FALSE
langua_chess,5,FALSE
valera_b5,7.5,FALSE
papipapita,1,FALSE
rutricks,8,FALSE
fuenfgegenwilly,1,FALSE
ineverlikedyou,1,FALSE
foxontherun97,1,FALSE
bond_7_7_7,0,FALSE
aqibjbutt,1,FALSE
stollenmonster,6.5,FALSE
merinasian,5,FALSE
ilanschnaider,6.5,FALSE
championnn-9,1,FALSE
i_am_javi,6,FALSE
auroranight95,6,FALSE
hooded_old_man,0,FALSE
alex_sahakyan2006,7,FALSE
mklose11,7.5,FALSE
zohid6,2.5,FALSE
patzer-reloaded,0,FALSE
krucki03,2,FALSE
serious_salmon,1,FALSE
kev4444444444,4,FALSE
the_sherman_variation,2,FALSE
abduzhaparov,5,FALSE
prophetreborn,5,FALSE
erebuni91,5.5,FALSE
munichmouse,1,FALSE
